law	elm	asof	law_revision_id	sha256_16
329AC0000000115	MainProvision-Article_24_4	2017-06-02	329AC0000000115_20170602_429AC0000000045	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2017-06-02	329AC0000000115_20170602_429AC0000000045	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2017-06-02	329AC0000000115_20170602_429AC0000000045	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2017-08-01	329AC0000000115_20170801_424AC0000000062	92f2be683a6f985c
329AC0000000115	MainProvision-Article_20	2017-08-01	329AC0000000115_20170801_424AC0000000062	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2017-08-01	329AC0000000115_20170801_424AC0000000062	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2017-08-01	329AC0000000115_20170801_424AC0000000062	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2017-08-01	329AC0000000115_20170801_424AC0000000062	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2018-04-01	329AC0000000115_20180401_428AC0000000114	92f2be683a6f985c
329AC0000000115	MainProvision-Article_20	2018-04-01	329AC0000000115_20180401_428AC0000000114	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2018-04-01	329AC0000000115_20180401_428AC0000000114	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2018-04-01	329AC0000000115_20180401_428AC0000000114	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2018-04-01	329AC0000000115_20180401_428AC0000000114	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2018-05-01	329AC0000000115_20180501_428AC0000000066	92f2be683a6f985c
329AC0000000115	MainProvision-Article_20	2018-05-01	329AC0000000115_20180501_428AC0000000066	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2018-05-01	329AC0000000115_20180501_428AC0000000066	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2018-05-01	329AC0000000115_20180501_428AC0000000066	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2018-05-01	329AC0000000115_20180501_428AC0000000066	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2018-07-06	329AC0000000115_20180706_430AC0000000071	92f2be683a6f985c
329AC0000000115	MainProvision-Article_20	2018-07-06	329AC0000000115_20180706_430AC0000000071	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2018-07-06	329AC0000000115_20180706_430AC0000000071	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2018-07-06	329AC0000000115_20180706_430AC0000000071	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2018-07-06	329AC0000000115_20180706_430AC0000000071	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2019-04-01	329AC0000000115_20190401_430AC0000000071	92f2be683a6f985c
329AC0000000115	MainProvision-Article_20	2019-04-01	329AC0000000115_20190401_430AC0000000071	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2019-04-01	329AC0000000115_20190401_430AC0000000071	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2019-04-01	329AC0000000115_20190401_430AC0000000071	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2019-04-01	329AC0000000115_20190401_430AC0000000071	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2020-04-01	329AC0000000115_20200401_502AC0000000008	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2020-04-01	329AC0000000115_20200401_502AC0000000008	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2020-04-01	329AC0000000115_20200401_502AC0000000008	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2020-04-01	329AC0000000115_20200401_502AC0000000008	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2020-04-01	329AC0000000115_20200401_502AC0000000008	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2020-06-05	329AC0000000115_20200605_502AC0000000040	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2020-06-05	329AC0000000115_20200605_502AC0000000040	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2020-06-05	329AC0000000115_20200605_502AC0000000040	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2020-06-05	329AC0000000115_20200605_502AC0000000040	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2020-06-05	329AC0000000115_20200605_502AC0000000040	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2020-06-25	329AC0000000115_20200625_502AC0000000040	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2020-06-25	329AC0000000115_20200625_502AC0000000040	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2020-06-25	329AC0000000115_20200625_502AC0000000040	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2020-06-25	329AC0000000115_20200625_502AC0000000040	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2020-06-25	329AC0000000115_20200625_502AC0000000040	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2020-09-01	329AC0000000115_20200901_502AC0000000014	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2020-09-01	329AC0000000115_20200901_502AC0000000014	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2020-09-01	329AC0000000115_20200901_502AC0000000014	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2020-09-01	329AC0000000115_20200901_502AC0000000014	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2020-09-01	329AC0000000115_20200901_502AC0000000014	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2021-01-01	329AC0000000115_20210101_502AC0000000008	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2021-01-01	329AC0000000115_20210101_502AC0000000008	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2021-01-01	329AC0000000115_20210101_502AC0000000008	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2021-01-01	329AC0000000115_20210101_502AC0000000008	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2021-01-01	329AC0000000115_20210101_502AC0000000008	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2021-04-01	329AC0000000115_20210401_502AC0000000040	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2021-04-01	329AC0000000115_20210401_502AC0000000040	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2021-04-01	329AC0000000115_20210401_502AC0000000040	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2021-04-01	329AC0000000115_20210401_502AC0000000040	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2021-04-01	329AC0000000115_20210401_502AC0000000040	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2021-05-19	329AC0000000115_20210519_503AC0000000037	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2021-05-19	329AC0000000115_20210519_503AC0000000037	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2021-05-19	329AC0000000115_20210519_503AC0000000037	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2021-05-19	329AC0000000115_20210519_503AC0000000037	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2021-05-19	329AC0000000115_20210519_503AC0000000037	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2021-06-11	329AC0000000115_20210611_503AC0000000066	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2021-06-11	329AC0000000115_20210611_503AC0000000066	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2021-06-11	329AC0000000115_20210611_503AC0000000066	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2021-06-11	329AC0000000115_20210611_503AC0000000066	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2021-06-11	329AC0000000115_20210611_503AC0000000066	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2021-09-01	329AC0000000115_20210901_503AC0000000037	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2021-09-01	329AC0000000115_20210901_503AC0000000037	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2021-09-01	329AC0000000115_20210901_503AC0000000037	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2021-09-01	329AC0000000115_20210901_503AC0000000037	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2021-09-01	329AC0000000115_20210901_503AC0000000037	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2022-01-01	329AC0000000115_20220101_503AC0000000066	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2022-01-01	329AC0000000115_20220101_503AC0000000066	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2022-01-01	329AC0000000115_20220101_503AC0000000066	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2022-01-01	329AC0000000115_20220101_503AC0000000066	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2022-01-01	329AC0000000115_20220101_503AC0000000066	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2022-04-01	329AC0000000115_20220401_502AC0000000040	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2022-04-01	329AC0000000115_20220401_502AC0000000040	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2022-04-01	329AC0000000115_20220401_502AC0000000040	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2022-04-01	329AC0000000115_20220401_502AC0000000040	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2022-04-01	329AC0000000115_20220401_502AC0000000040	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2022-05-01	329AC0000000115_20220501_502AC0000000040	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2022-05-01	329AC0000000115_20220501_502AC0000000040	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2022-05-01	329AC0000000115_20220501_502AC0000000040	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2022-05-01	329AC0000000115_20220501_502AC0000000040	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2022-05-01	329AC0000000115_20220501_502AC0000000040	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2022-06-17	329AC0000000115_20220617_504AC0000000068	0822dc176c32c1ea
329AC0000000115	MainProvision-Article_20	2022-06-17	329AC0000000115_20220617_504AC0000000068	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2022-06-17	329AC0000000115_20220617_504AC0000000068	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2022-06-17	329AC0000000115_20220617_504AC0000000068	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2022-06-17	329AC0000000115_20220617_504AC0000000068	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2022-10-01	329AC0000000115_20221001_503AC0000000066	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2022-10-01	329AC0000000115_20221001_503AC0000000066	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2022-10-01	329AC0000000115_20221001_503AC0000000066	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2022-10-01	329AC0000000115_20221001_503AC0000000066	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2022-10-01	329AC0000000115_20221001_503AC0000000066	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2023-04-01	329AC0000000115_20230401_505AC0000000003	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2023-04-01	329AC0000000115_20230401_505AC0000000003	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2023-04-01	329AC0000000115_20230401_505AC0000000003	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2023-04-01	329AC0000000115_20230401_505AC0000000003	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2023-04-01	329AC0000000115_20230401_505AC0000000003	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2023-06-14	329AC0000000115_20230614_505AC0000000053	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2023-06-14	329AC0000000115_20230614_505AC0000000053	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2023-06-14	329AC0000000115_20230614_505AC0000000053	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2023-06-14	329AC0000000115_20230614_505AC0000000053	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2023-06-14	329AC0000000115_20230614_505AC0000000053	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2024-01-01	329AC0000000115_20240101_505AC0000000003	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2024-01-01	329AC0000000115_20240101_505AC0000000003	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2024-01-01	329AC0000000115_20240101_505AC0000000003	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2024-01-01	329AC0000000115_20240101_505AC0000000003	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2024-01-01	329AC0000000115_20240101_505AC0000000003	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2024-06-14	329AC0000000115_20240614_506AC0000000052	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2024-06-14	329AC0000000115_20240614_506AC0000000052	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2024-06-14	329AC0000000115_20240614_506AC0000000052	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2024-06-14	329AC0000000115_20240614_506AC0000000052	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2024-06-14	329AC0000000115_20240614_506AC0000000052	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2024-10-01	329AC0000000115_20241001_506AC0000000047	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2024-10-01	329AC0000000115_20241001_506AC0000000047	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2024-10-01	329AC0000000115_20241001_506AC0000000047	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2024-10-01	329AC0000000115_20241001_506AC0000000047	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2024-10-01	329AC0000000115_20241001_506AC0000000047	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2025-04-01	329AC0000000115_20250401_506AC0000000047	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2025-04-01	329AC0000000115_20250401_506AC0000000047	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2025-04-01	329AC0000000115_20250401_506AC0000000047	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2025-04-01	329AC0000000115_20250401_506AC0000000047	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2025-04-01	329AC0000000115_20250401_506AC0000000047	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2025-06-01	329AC0000000115_20250601_504AC0000000068	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2025-06-01	329AC0000000115_20250601_504AC0000000068	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2025-06-01	329AC0000000115_20250601_504AC0000000068	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2025-06-01	329AC0000000115_20250601_504AC0000000068	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2025-06-01	329AC0000000115_20250601_504AC0000000068	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2025-06-20	329AC0000000115_20250620_507AC0000000074	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2025-06-20	329AC0000000115_20250620_507AC0000000074	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2025-06-20	329AC0000000115_20250620_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2025-06-20	329AC0000000115_20250620_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2025-06-20	329AC0000000115_20250620_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2025-10-01	329AC0000000115_20251001_505AC0000000053	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2025-10-01	329AC0000000115_20251001_505AC0000000053	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2025-10-01	329AC0000000115_20251001_505AC0000000053	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2025-10-01	329AC0000000115_20251001_505AC0000000053	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2025-10-01	329AC0000000115_20251001_505AC0000000053	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2025-12-01	329AC0000000115_20251201_507AC0000000074	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2025-12-01	329AC0000000115_20251201_507AC0000000074	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2025-12-01	329AC0000000115_20251201_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2025-12-01	329AC0000000115_20251201_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2025-12-01	329AC0000000115_20251201_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2026-04-01	329AC0000000115_20260401_507AC0000000074	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2026-04-01	329AC0000000115_20260401_507AC0000000074	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2026-04-01	329AC0000000115_20260401_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2026-04-01	329AC0000000115_20260401_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2026-04-01	329AC0000000115_20260401_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2026-05-25	329AC0000000115_20260525_506AC0000000052	6138c6bb0539f542
329AC0000000115	MainProvision-Article_20	2026-05-25	329AC0000000115_20260525_506AC0000000052	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2026-05-25	329AC0000000115_20260525_506AC0000000052	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2026-05-25	329AC0000000115_20260525_506AC0000000052	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2026-05-25	329AC0000000115_20260525_506AC0000000052	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2026-10-01	329AC0000000115_20261001_507AC0000000074	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2026-10-01	329AC0000000115_20261001_507AC0000000074	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2026-10-01	329AC0000000115_20261001_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2026-10-01	329AC0000000115_20261001_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2026-10-01	329AC0000000115_20261001_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2026-12-01	329AC0000000115_20261201_507AC0000000074	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2026-12-01	329AC0000000115_20261201_507AC0000000074	c942831b3ba9f9a7
329AC0000000115	MainProvision-Article_24_4	2026-12-01	329AC0000000115_20261201_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2026-12-01	329AC0000000115_20261201_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2026-12-01	329AC0000000115_20261201_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2027-09-01	329AC0000000115_20270901_507AC0000000074	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2027-09-01	329AC0000000115_20270901_507AC0000000074	5b9f1d77ebff0f1c
329AC0000000115	MainProvision-Article_24_4	2027-09-01	329AC0000000115_20270901_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2027-09-01	329AC0000000115_20270901_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2027-09-01	329AC0000000115_20270901_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2027-10-01	329AC0000000115_20271001_507AC0000000074	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2027-10-01	329AC0000000115_20271001_507AC0000000074	5b9f1d77ebff0f1c
329AC0000000115	MainProvision-Article_24_4	2027-10-01	329AC0000000115_20271001_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2027-10-01	329AC0000000115_20271001_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2027-10-01	329AC0000000115_20271001_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2028-04-01	329AC0000000115_20280401_507AC0000000074	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2028-04-01	329AC0000000115_20280401_507AC0000000074	5b9f1d77ebff0f1c
329AC0000000115	MainProvision-Article_24_4	2028-04-01	329AC0000000115_20280401_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2028-04-01	329AC0000000115_20280401_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2028-04-01	329AC0000000115_20280401_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2028-06-13	329AC0000000115_20280613_505AC0000000053	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2028-06-13	329AC0000000115_20280613_505AC0000000053	5b9f1d77ebff0f1c
329AC0000000115	MainProvision-Article_24_4	2028-06-13	329AC0000000115_20280613_505AC0000000053	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2028-06-13	329AC0000000115_20280613_505AC0000000053	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2028-06-13	329AC0000000115_20280613_505AC0000000053	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2028-09-01	329AC0000000115_20280901_507AC0000000074	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2028-09-01	329AC0000000115_20280901_507AC0000000074	972df09628362175
329AC0000000115	MainProvision-Article_24_4	2028-09-01	329AC0000000115_20280901_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2028-09-01	329AC0000000115_20280901_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2028-09-01	329AC0000000115_20280901_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2029-04-01	329AC0000000115_20290401_507AC0000000074	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2029-04-01	329AC0000000115_20290401_507AC0000000074	972df09628362175
329AC0000000115	MainProvision-Article_24_4	2029-04-01	329AC0000000115_20290401_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2029-04-01	329AC0000000115_20290401_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2029-04-01	329AC0000000115_20290401_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2029-06-19	329AC0000000115_20290619_507AC0000000074	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2029-06-19	329AC0000000115_20290619_507AC0000000074	972df09628362175
329AC0000000115	MainProvision-Article_24_4	2029-06-19	329AC0000000115_20290619_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2029-06-19	329AC0000000115_20290619_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2029-06-19	329AC0000000115_20290619_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2029-09-01	329AC0000000115_20290901_507AC0000000074	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2029-09-01	329AC0000000115_20290901_507AC0000000074	cd626b6ab42760e4
329AC0000000115	MainProvision-Article_24_4	2029-09-01	329AC0000000115_20290901_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2029-09-01	329AC0000000115_20290901_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2029-09-01	329AC0000000115_20290901_507AC0000000074	f7b340c6ac3e3a6e
329AC0000000115	MainProvision-Article_12	2029-10-01	329AC0000000115_20291001_507AC0000000074	a8d7ec82c389a5ce
329AC0000000115	MainProvision-Article_20	2029-10-01	329AC0000000115_20291001_507AC0000000074	cd626b6ab42760e4
329AC0000000115	MainProvision-Article_24_4	2029-10-01	329AC0000000115_20291001_507AC0000000074	ade8f4ce14151f9d
329AC0000000115	MainProvision-Article_81	2029-10-01	329AC0000000115_20291001_507AC0000000074	04a8bef2caf62fa2
329AC0000000115	MainProvision-Article_82	2029-10-01	329AC0000000115_20291001_507AC0000000074	f7b340c6ac3e3a6e
332AC0000000026	MainProvision-Article_91	2017-04-01	332AC0000000026_20170401_428AC1000000070	fbb9593d88bca019
332AC0000000026	MainProvision-Article_91	2017-05-01	332AC0000000026_20170501_429AC0000000004	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2017-06-01	332AC0000000026_20170601_429AC0000000004	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2017-06-02	332AC0000000026_20170602_429AC0000000045	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2017-06-23	332AC0000000026_20170623_429AC0000000074	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2017-07-24	332AC0000000026_20170724_429AC0000000004	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2017-07-31	332AC0000000026_20170731_429AC0000000004	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2017-08-01	332AC0000000026_20170801_429AC0000000004	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2017-10-01	332AC0000000026_20171001_429AC0000000004	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2017-10-08	332AC0000000026_20171008_429AC0000000004	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2017-12-01	332AC0000000026_20171201_429AC0000000004	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2018-01-01	332AC0000000026_20180101_429AC0000000004	bef569d5687c556b
332AC0000000026	MainProvision-Article_91	2018-04-01	332AC0000000026_20180401_430AC0000000007	0ac5c0158fe6501a
332AC0000000026	MainProvision-Article_91	2018-05-01	332AC0000000026_20180501_430AC0000000007	0ac5c0158fe6501a
332AC0000000026	MainProvision-Article_91	2018-06-01	332AC0000000026_20180601_430AC0000000007	0ac5c0158fe6501a
332AC0000000026	MainProvision-Article_91	2018-06-06	332AC0000000026_20180606_430AC0000000007	0ac5c0158fe6501a
332AC0000000026	MainProvision-Article_91	2018-06-22	332AC0000000026_20180622_430AC0000000062	0ac5c0158fe6501a
332AC0000000026	MainProvision-Article_91	2018-07-09	332AC0000000026_20180709_430AC0000000007	0ac5c0158fe6501a
332AC0000000026	MainProvision-Article_91	2018-07-15	332AC0000000026_20180715_430AC0000000007	0ac5c0158fe6501a
332AC0000000026	MainProvision-Article_91	2018-09-01	332AC0000000026_20180901_430AC0000000007	0ac5c0158fe6501a
332AC0000000026	MainProvision-Article_91	2018-09-25	332AC0000000026_20180925_430AC0000000007	0ac5c0158fe6501a
332AC0000000026	MainProvision-Article_91	2018-09-30	332AC0000000026_20180930_430AC0000000007	0ac5c0158fe6501a
